kata_kunci,judul,url,sentiment_textblob,polarity_textblob,sentiment_vader,compound_vader,sentiment_keyword,score_keyword,sentiment_ensemble,interpretasi
Bank Negara Indonesia,"Anggota BPUPKI-Kakek Prabowo Dinilai Layak Jadi Pahlawan Nasional, Ini Profilnya",https://www.detik.com/edu/detikpedia/d-7607762/anggota-bpupki-kakek-prabowo-dinilai-layak-jadi-pahlawan-nasional-ini-profilnya,Neutral,0.0,Neutral,0.0,Negative,-3,Negative,Negatif
Bank Negara Indonesia,"BNI Salurkan Kredit Rp 735 T, Bidik Pertumbuhan 12% di Akhir 2024",https://finance.detik.com/moneter/d-7606620/bni-salurkan-kredit-rp-735-t-bidik-pertumbuhan-12-di-akhir-2024,Neutral,0.0,Positive,0.7351,Positive,60,Positive,Sangat Positif
Bank Negara Indonesia,BNI Raih Penghargaan Bank Operasional Terbaik Pengelola Kas Negara,https://finance.detik.com/berita-ekonomi-bisnis/d-7747954/bni-raih-penghargaan-bank-operasional-terbaik-pengelola-kas-negara,Neutral,0.0,Neutral,0.0,Positive,3,Positive,Positif
Bank Negara Indonesia,"BNI Resmi Luncurkan wondr, Super Apps Dengan 3 Fitur Ciamik",https://finance.detik.com/moneter/d-7424416/bni-resmi-luncurkan-wondr-super-apps-dengan-3-fitur-ciamik,Neutral,0.026190476190476184,Positive,0.9657,Positive,18,Positive,Sangat Positif
Bank Negara Indonesia,Legislator Novita Ungkap Makna Penting Koperasi Merah Putih Pertama di Tanah Leluhur Prabowo,https://news.detik.com/berita/d-7981906/legislator-novita-ungkap-makna-penting-koperasi-merah-putih-pertama-di-tanah-leluhur-prabowo,Neutral,0.0,Neutral,0.0,Positive,7,Positive,Positif
Bank Negara Indonesia,Respons Bank BUMN soal Program Prabowo Hapus Utang UMKM,https://finance.detik.com/moneter/d-7629524/respons-bank-bumn-soal-program-prabowo-hapus-utang-umkm,Neutral,0.0,Positive,0.4019,Positive,27,Positive,Positif
Bank Negara Indonesia,"BNI Cetak Laba Rp 5,3 T di Kuartal I-2024, Naik 2%",https://finance.detik.com/moneter/d-7316706/bni-cetak-laba-rp-5-3-t-di-kuartal-i-2024-naik-2,Neutral,0.0,Negative,-0.4767,Neutral,0,Neutral,Netral
Bank Negara Indonesia,"Erick Thohir Rombak Direksi & Komisaris BNI, Wadirut Diganti",https://finance.detik.com/bursa-dan-valas/d-7224831/erick-thohir-rombak-direksi-komisaris-bni-wadirut-diganti,Neutral,0.0,Negative,-0.2732,Neutral,2,Neutral,Netral
Bank Negara Indonesia,BNI Jadi Satu-satunya Bank Asal Indonesia Raih Penghargaan ASRA 2024,https://finance.detik.com/moneter/d-7812385/bni-jadi-satu-satunya-bank-asal-indonesia-raih-penghargaan-asra-2024,Neutral,0.16666666666666666,Positive,0.9524,Neutral,1,Neutral,Netral
Bank Negara Indonesia,"BNI Sediakan Uang Tunai Rp 26,6 T Selama Periode Ramadan dan Lebaran",https://finance.detik.com/moneter/d-7266969/bni-sediakan-uang-tunai-rp-26-6-t-selama-periode-ramadan-dan-lebaran,Neutral,0.0,Neutral,0.0,Positive,3,Positive,Positif
Bank Negara Indonesia,"Dukung Transisi Energi, BNI Danai Proyek Pembangkit Listrik Tenaga Surya",https://finance.detik.com/energi/d-7260780/dukung-transisi-energi-bni-danai-proyek-pembangkit-listrik-tenaga-surya,Neutral,-0.02380952380952381,Neutral,0.0,Neutral,2,Neutral,Netral
